,MTTR_samples
2586,3.767247964615823
2587,3.387058475369151
2588,4.340382274896845
2589,3.227440335807232
2590,3.218552916414488
2591,3.3354271568182887
2592,2.9604908793485074
2593,3.173731948741998
2594,3.634902010633143
2595,2.9886117427437036
2596,3.687367043687348
2597,3.0817146236823243
2598,3.0914974698880955
2599,4.167814334270449
2600,3.7987760109549256
2601,3.4824202196036316
2602,2.9642938114153017
2603,4.446573613646487
2604,3.1951953579504178
2605,3.4577214009827393
2606,4.13379386221164
2607,2.8901158532629188
2608,3.337784741989058
2609,3.8319455119106265
2610,2.9297351817865307
2611,3.511638273547635
2612,3.313549945527714
2613,3.1796538079072407
2614,3.573690035482231
2615,2.828376254720463
2616,3.2945781574867303
2617,3.2353592087918748
2618,2.8672269311035308
2619,2.8415330214997114
2620,4.338828499018628
2621,3.9313606076756242
2622,3.1218222005706955
2623,3.635362998832433
2624,3.252016775810133
2625,3.2100836335075345
2626,3.423837310722721
2627,3.608109489616106
2628,2.754479517019872
2629,3.966468532444187
2630,3.5811893233994057
2631,4.146851854358791
2632,3.203531811942819
2633,4.316752885462983
2634,3.300377030011641
2635,3.189064875548138
2636,3.7521442403746184
2637,3.5572468367221584
2638,2.963475746730535
2639,3.8358827264126445
2640,3.3279557313841317
2641,3.4296718403283615
2642,4.160341372615773
2643,2.855489237853343
2644,3.379311156065355
2645,3.4554017190345183
2646,3.211775636961819
2647,3.4658077187965617
2648,2.7493619769364512
2649,3.82362595084422
2650,3.064679454502971
2651,3.0642261268151105
2652,3.7437606394740137
2653,3.169901625678868
2654,4.028285991419051
2655,3.3965116602353147
2656,3.3783644717860364
2657,3.092495182603778
2658,3.688314647541329
2659,4.921318160908239
2660,3.5760687625756504
2661,3.1551549327457336
2662,4.322912817285583
2663,3.4663152530432955
2664,3.7492275346461903
2665,4.00014393620656
2666,3.3795575368441115
2667,2.9762077343792344
2668,2.8479674833019297
2669,3.623809042833642
2670,3.300362409501647
2671,2.5444854199635065
2672,2.9333022368333475
2673,3.5226843924965117
2674,3.47083873623822
2675,2.902368151962074
2676,3.3413995248500434
2677,3.010480503201982
2678,2.9692542367518553
2679,3.251378839407657
2680,3.4576757959667126
2681,3.9865873875506046
2682,3.289922217955545
2683,2.992417809413446
2684,3.3593933166617456
2685,4.175425860291431
2686,3.3065569581607477
2687,3.7585179930393253
2688,3.932575591695435
2689,3.85875955035604
2690,4.170325800258509
2691,3.0542581633662502
2692,3.012547914681385
2693,3.6904068760022035
2694,3.093117527715307
2695,4.070166751544859
2696,3.7463877427177517
2697,3.4138944801602618
2698,3.705081159565297
2699,2.977248806625195
2700,3.7469987248227454
2701,3.4348252876557757
2702,3.055396211766374
2703,3.629151358334071
2704,3.58777774964845
2705,3.0071763810588363
2706,3.197551470088558
2707,3.423225568705617
2708,3.2526516449382514
2709,3.6355878352878106
2710,3.4248109727618017
2711,3.4754066402182096
2712,3.701716594126123
2713,3.5587253737900824
2714,3.771119087992701
2715,3.644674988080692
2716,3.381332750528705
2717,3.594549747075083
2718,3.3297843323824083
2719,3.664697979350147
2720,4.122480563840236
2721,3.427378074545538
2722,3.2218704942137593
2723,4.242886337214829
2724,3.2939527357583414
2725,3.638287758350649
2726,3.130378542310857
2727,3.4337748304298534
2728,3.2360594183795337
2729,3.587045302601376
2730,4.079829855320683
2731,3.0021811762503496
2732,2.8077800308501315
2733,3.972825751814041
2734,4.254456895998649
2735,3.448250489897119
2736,3.4822085418888067
2737,3.0214977043818267
2738,2.68785489423453
2739,3.30530345167247
2740,2.6689449265115734
2741,3.9140160489828175
2742,3.157335120166505
2743,3.068559403642563
2744,3.8003428870520546
2745,3.4546858893306824
2746,4.022200811662758
2747,3.8263186355684007
2748,3.988782887128817
2749,3.0457281613086438
2750,3.4991654998617463
2751,3.573163492646797
2752,3.7837756270537106
2753,3.6966370286240697
2754,3.225739120344796
2755,3.2274515148942697
2756,3.2192255515781434
2757,4.226928905624179
2758,3.3280706839563954
2759,2.903528938486619
2760,2.8507600373391435
2761,3.461555407084859
2762,3.1939242621262056
2763,3.440318207518163
2764,4.239089027346888
2765,3.106213420545206
2766,2.922456635664258
2767,3.116497825225104
2768,3.0293551393959017
2769,3.73312096870603
2770,3.1414607354255057
2771,2.9374691033988847
2772,3.3932150600215856
2773,2.8584364468240215
2774,3.1174974467280725
2775,3.645479185697083
2776,3.5766338262683393
2777,2.856840308562847
2778,3.9457844678881884
2779,3.5764273916537848
2780,3.48684214639576
2781,3.487426902196374
2782,3.149629299011993
2783,3.9222558161719148
2784,3.3219473359217337
2785,3.6332344030770045
2786,3.3295420778091036
2787,3.422314850645537
2788,3.4406370725077373
2789,3.2825763695786243
2790,2.8972613082487286
2791,3.1641161133228586
2792,3.7639425396934194
2793,3.887026537080549
2794,2.776202069347843
2795,3.3776978213978426
2796,3.6356790434287882
2797,3.1739903157625355
2798,2.7596393223539897
2799,3.3215742543602333
2800,3.622718966493044
2801,4.389485226454005
2802,3.150263974029154
2803,3.4481864021467423
2804,3.826166204866374
2805,3.7445900000281163
2806,3.1395153625443544
2807,3.3002699816433863
2808,3.125278259586852
2809,3.5147191801631927
2810,2.771400010507965
2811,3.376263156572442
2812,3.3505434567186527
2813,3.915704237536128
2814,3.504003015984307
2815,3.917219518897273
2816,3.267231792297479
2817,4.599050028558717
2818,3.9779584397622267
2819,3.7731349489564296
2820,3.083121751913357
2821,3.842428388512699
2822,3.048225407608107
2823,3.5874117722232235
2824,3.073532345271476
2825,3.6410529136789784
2826,3.43138107673495
2827,3.200420611844423
2828,3.6669040839666707
2829,3.0620135150400203
2830,3.8211394051283705
2831,4.032252484964737
2832,3.1128566454618314
2833,3.240076130681642
2834,4.2444211054830765
2835,3.3112871430609774
2836,4.600244693894225
2837,3.7123508179879514
2838,3.486262933792544
2839,3.6174573170967106
2840,3.909522032873396
2841,4.005879189536539
2842,3.4744555046167442
2843,3.072347626081832
2844,3.1551125154308606
2845,3.2895866578487185
2846,3.2241872489182883
2847,2.8180418096751407
2848,4.524135709195173
2849,3.6045915421863794
2850,4.107872772379486
2851,3.213056039296635
2852,3.8617427868634295
2853,3.891077551516756
2854,3.2515025405859097
2855,3.048265458742976
2856,3.2670845418336567
2857,3.0542017802441452
2858,3.079182865272535
2859,3.3260515738777365
2860,3.2495320736870354
2861,3.4749837807967205
2862,3.835265519234949
2863,4.30022747183798
2864,3.3114120608589213
2865,3.677995309639141
2866,2.8631061948023637
2867,4.012560635185393
2868,3.5963404719239334
2869,3.0346145344685773
2870,2.8367050076952074
2871,3.564098771956812
2872,3.2860834788749917
2873,3.761238351237605
2874,3.0672516025186614
2875,3.6595524013625833
2876,3.7328803877569205
2877,3.502697700481053
2878,3.5757852623781012
2879,3.659543794319103
2880,4.156216566118446
2881,3.7630931620421832
2882,3.3258243768322044
2883,3.504133404622375
2884,3.3367221404986522
2885,3.458812206101104
2886,3.8052564505777395
2887,3.338771809835032
2888,3.1659151965649306
2889,3.710061717449487
2890,3.788948141087354
2891,3.5222039665944016
2892,4.797708632095327
2893,3.358966428145137
2894,3.2672357576237894
2895,3.348751246849912
2896,3.3789432060803186
2897,3.5939974501622047
2898,3.608803236284698
2899,4.180298083959913
2900,3.211421302561334
2901,4.01945202324468
2902,3.2725504727512096
2903,3.332763398753434
2904,3.7185148922528652
2905,3.5930033722532997
2906,3.5814040510082408
2907,2.680489253716464
2908,3.5229573947396466
2909,3.5557167293855017
2910,3.6983514837012956
2911,4.245397055906005
2912,2.9631091789831943
2913,3.3006530103853384
2914,2.731049666643164
2915,3.7601295167654136
2916,3.3784950828047835
2917,3.421809062904651
2918,3.1006698284545946
2919,3.3956412429547322
2920,3.265807184344723
2921,3.161694361001968
2922,3.418064347579905
2923,3.5887280475525665
2924,3.185642859783721
2925,2.8036078174085257
2926,3.313650906422732
2927,3.0171484570097364
2928,3.2706272372664804
2929,3.494837899793075
2930,3.9464476448542043
2931,3.7032506499575164
2932,2.85152136935721
2933,2.9563784435444598
2934,2.769089717828388
2935,4.081458879804247
2936,3.3273864003531215
2937,3.4223711057653157
2938,3.2072942112801863
2939,3.802767172703601
2940,3.4983497377598654
2941,3.960936944951233
2942,2.9541261282576134
2943,3.735869854392308
2944,3.890722988103782
2945,3.8523506893127317
2946,3.504452327114797
2947,3.0595990214599365
2948,3.2371395184510177
2949,4.284967917850621
2950,3.61753551690578
2951,3.0878604815449755
2952,2.675203280236323
2953,3.3476127821633197
2954,3.6361292968600325
2955,3.2327704923621994
2956,3.2303679623717847
2957,4.457060423278479
2958,3.230475473828254
2959,3.7364219776328627
2960,3.4323383945989656
2961,2.998000250176602
2962,3.2213436414386494
2963,3.680324619586144
2964,3.4146925836566253
2965,3.011442648785434
2966,3.2256604229068606
2967,3.115126467130575
2968,3.626432154889045
2969,3.308012007100017
2970,3.187598640267279
2971,2.6193405023777117
2972,3.647973874930321
2973,3.145328666223344
2974,3.4041294508900988
2975,3.451602796040109
2976,2.812972800398811
2977,3.480076207276858
2978,2.95351145028932
2979,2.7814149323265687
2980,3.2259406325683733
2981,3.3012993051508324
2982,3.740686839170003
2983,4.541686871360476
2984,3.166550018308958
2985,3.6555435279120916
2986,3.418699162519534
2987,3.5270230947015984
2988,2.9839937295662926
2989,4.004673992062239
2990,3.226060585645089
2991,3.27362761193744
2992,3.311048297689376
2993,2.9849406936286793
2994,4.20161591627164
2995,3.9696057500476423
2996,2.958632553371468
2997,3.1163864708082025
2998,3.1229322972869946
2999,3.0182407986292263
3000,2.988906912444672
3001,3.361184636146868
3002,3.094970625393403
3003,2.900370905152126
3004,2.740361698505301
3005,3.3500996341074454
3006,3.0407073751900735
3007,3.419221083477118
3008,3.9683202721272517
3009,2.9005330033283228
3010,3.952865337510855
3011,3.8108443691872913
3012,4.1141071824014634
3013,2.97643364197732
3014,3.3558561994313285
3015,3.0767445997144027
3016,3.965148479754628
3017,3.2545138805609106
3018,4.205894246357927
3019,2.760157037964973
3020,3.6616368398736605
3021,3.7553118241531527
3022,3.2829475685697638
3023,3.048294983191137
3024,3.4083420317923716
3025,3.3745131859080324
3026,2.8850695574429777
3027,3.2795184391403858
3028,3.092454327807308
3029,2.937003277714866
3030,3.4698711786401004
3031,4.011418090748912
3032,4.072982429388034
3033,4.031260582596873
3034,3.401445014548661
3035,3.3705527073874975
3036,3.551879530956474
3037,3.2283860685071084
3038,4.233220879831008
3039,3.68912680959786
3040,3.1661370186640876
3041,4.016317193377281
3042,3.865544864258994
3043,2.4153263690168965
3044,3.842889576735119
3045,2.9736321204238707
3046,3.496296413627578
3047,3.3548468481455833
3048,3.840499498240418
3049,3.4304219685749375
3050,3.7446973252822575
3051,3.6816367159756256
3052,3.839149692446756
3053,3.130382282167866
3054,3.8069424889101784
3055,3.3350482119049936
3056,3.770733193557137
3057,3.451001098127572
3058,3.5680916460653256
3059,3.769560314981021
3060,3.6944988853287564
3061,3.973824749715733
3062,3.330722969273878
3063,2.588797181527851
3064,3.1532491008316383
3065,4.1141256456589215
3066,3.635674082682757
3067,3.212090130409771
3068,4.0113603841199605
3069,3.705466347615618
3070,2.916950912586055
3071,4.01778587215307
3072,3.3109038065505034
3073,2.6823322843477966
3074,3.0933462925752617
3075,2.727263104248279
3076,3.5571984035524644
3077,3.3917024868081604
3078,3.093899111384802
3079,3.414654242741757
3080,3.7044450744407627
3081,3.3877421386729623
3082,3.8736263390342636
3083,3.3579182686358964
3084,3.6993246543065856
3085,4.133257954976974
3086,2.890876134473296
3087,3.6769831903047034
3088,3.4698224614991937
3089,3.9099368228630853
3090,2.9110424315418975
3091,3.847795006263194
3092,4.379919316239744
3093,3.1437480521542613
3094,3.373101405115296
3095,3.8165198952346815
3096,3.4457945486412966
3097,3.550923188664849
3098,3.1034202170901106
3099,3.0352032635654824
3100,4.079002983036841
3101,3.125726860670002
3102,3.58874038059997
3103,3.823228171779243
3104,3.124006031281463
3105,2.8824465977317577
3106,4.007513145350449
3107,3.3794690114655532
3108,3.3658876004177984
3109,3.3120760375628953
3110,3.524592011273584
3111,3.8201459162301825
3112,3.835835539040353
3113,3.2326432029363503
3114,3.322128532994845
3115,4.578592054984241
3116,3.7241298800706177
3117,3.3115936506140797
3118,4.552502133949216
3119,3.2415435239728305
3120,3.7271464195715653
3121,3.3220266338911784
3122,3.173201351933413
3123,3.200927217057889
3124,3.9917055712693554
3125,3.3017792941053363
3126,3.2119524804342516
3127,3.1791629363512044
3128,3.634426515627817
3129,2.833592561331716
3130,3.221208974895196
3131,2.6199765850235517
3132,2.931381367164052
3133,3.8620280418620054
3134,3.8378310901355355
3135,3.328663845925104
3136,3.654316097577241
3137,3.071189611172392
3138,3.0182154662340124
3139,3.373948681201905
3140,2.881191790861833
3141,2.8276962959943974
3142,3.3897676233725766
3143,3.9910580631724146
3144,3.022576754602335
3145,3.4997935662197732
3146,3.6803797217994862
3147,3.942918653527383
3148,3.3138551668722167
3149,2.8634566671093022
3150,2.935563899920979
3151,3.410035214721339
3152,3.192457607812556
3153,3.215608822957057
3154,3.335552574505434
3155,3.605780530964219
3156,3.3846480988487437
3157,4.102964938838736
3158,3.424226129451765
3159,2.5462165272925863
3160,3.481816584603675
3161,3.2170031499581846
3162,3.3469168715304507
3163,3.983613433215781
3164,3.4047537416201066
3165,3.5491323978535627
3166,3.7174828063162146
3167,3.9485033433910104
3168,3.801033544873099
3169,3.0380147868972665
3170,3.324829337092315
3171,3.6302949072576554
3172,2.880309116677492
3173,3.9986801450886587
3174,3.6408982027303445
3175,3.1602874656729085
3176,3.4692390957898676
3177,3.354957299279431
3178,3.1480715655520983
3179,3.3392615064671842
3180,3.2841729786206613
3181,3.156287722447395
3182,2.913899874023147
3183,3.3055928253725404
3184,3.544948146281224
3185,3.5769224567253928
3186,4.261456296112212
3187,2.996874699318516
3188,3.360092590808276
3189,3.127371761567941
3190,3.1286967465943247
3191,3.734669270924273
3192,3.564174581996009
3193,2.691443736868346
3194,3.2955042082050667
3195,3.3471487043590415
3196,3.1984195506792656
3197,3.9554688380526395
3198,3.1058688902622302
3199,3.597280534189615
3200,3.161503997267724
3201,3.1209177403751016
3202,3.4531790117959518
3203,3.3628497604503322
3204,3.1498059511317096
3205,3.0431272655070964
3206,3.8589672174421374
3207,2.8022627792973305
3208,4.255912285887276
3209,3.643746937263873
3210,3.1216363382639023
3211,3.333160361196749
3212,3.964024374644951
3213,3.816890742746814
3214,3.4270140728565552
3215,3.2784648253876947
3216,3.6610467047580335
3217,3.4733082405746245
3218,3.534711468218037
3219,3.596910665125898
3220,3.230566196473055
3221,3.955871783610939
3222,2.7325673004208317
3223,3.0290088148406893
3224,3.194080138847537
3225,3.828022398656438
3226,3.130898207757806
3227,3.346392861187269
3228,5.045777391086653
3229,2.630249370927124
3230,2.664175091434599
3231,3.8537694457531684
3232,3.107736815118863
3233,3.112630430544969
3234,3.716397514798475
3235,3.665183087511765
3236,3.3619839452313953
3237,3.647338159765416
3238,3.843152702380711
3239,2.9020828413301873
3240,3.4634725786707805
3241,4.028582246942936
3242,3.709346843119019
3243,3.5156231325989387
3244,3.5139704106988967
3245,4.586013450569503
3246,3.323659118705977
3247,3.1775124891386555
3248,3.0119450097751366
3249,3.676659914154155
3250,3.343297736725238
3251,3.166803662260406
3252,2.7321394236497536
3253,3.6405662840671296
3254,3.0620002528701433
3255,4.472989214290209
3256,3.413766022692535
3257,3.4588352725137748
3258,3.48903925702671
3259,3.0360025064324154
3260,3.7610153013184453
3261,3.4156171188366735
3262,2.7356064984424746
3263,3.5468289576815564
3264,3.630731253911314
3265,3.2666600785696347
3266,4.00913448952473
3267,4.000646736060268
3268,2.828496311764862
3269,3.03025750654469
3270,3.658191427037984
3271,3.304771296707959
3272,3.8949515286223773
3273,3.7404905181800197
3274,3.5371620283562835
3275,4.379366986757911
3276,3.8786490195263448
3277,4.166588349335643
3278,3.9450408037451816
3279,3.66849012887745
3280,2.9200174009279447
3281,3.393260034046245
3282,2.6930287179073704
3283,3.2905751950724254
3284,4.710382275252824
3285,3.5670541178312876
3286,3.1771071617527857
3287,3.412396136280578
3288,3.237122238484436
3289,2.65901732558098
3290,3.173946176768964
3291,4.671434293499415
3292,3.2370023851060594
3293,3.8387763579081913
3294,3.3723015644271745
3295,3.5383186071254604
3296,3.0342426699541023
3297,3.4023095943014297
3298,3.1600996397857273
3299,3.2574180440940643
3300,3.4694732243253363
3301,3.146650452225244
3302,3.710046754294985
3303,3.280174119470427
3304,3.426060319402345
3305,3.8440838608008128
3306,2.7879428749839033
3307,3.6289046778295218
3308,2.9368369188359513
3309,3.2983555801161564
3310,3.229813382453199
3311,3.462217740310387
3312,2.7047954627114374
3313,2.9857343443023607
3314,3.39888437943544
3315,3.0919753038295226
3316,4.012656585409962
3317,2.9110092119461113
3318,2.9638387661867687
3319,2.915834820951975
3320,2.898192806572606
3321,3.1415041434531576
3322,3.6511152371299573
3323,3.5193496271708873
3324,3.0315389096321637
3325,3.0692914849427915
3326,2.960975285249139
3327,3.385972217208823
3328,4.058392029652111
3329,3.0824380038839228
3330,3.363961912944788
3331,3.732714825253023
3332,2.9775602028056265
3333,3.83183912653418
3334,3.867264898915201
3335,3.399623663603516
3336,3.959652533082133
3337,3.5777586774136823
3338,3.459133575017252
3339,3.5858514950391664
3340,3.3887404354756976
3341,2.959727430175139
3342,3.284659847197914
3343,3.0423515309538507
3344,3.9360573628651636
3345,3.075681958966276
3346,4.023467704400943
3347,3.2890083426518055
3348,3.3478079052552956
3349,3.4782967724587612
3350,2.6291771436796245
3351,3.431614068795477
3352,2.99000372096148
3353,3.1496882414674934
3354,3.350948171000055
3355,3.3755886064520366
3356,3.267276007595062
3357,4.067805081888801
3358,3.8064544698227523
3359,3.400821152554518
3360,3.129991229812185
3361,4.080941968820241
3362,3.2407633205967556
3363,2.694098065339884
3364,3.5207083851144554
3365,3.375271180241236
3366,3.3338995695778424
3367,2.9662213872079963
3368,3.491364007634922
3369,3.0071091856352257
3370,3.2787802944814017
3371,3.0208166058340487
3372,4.1458621858808185
3373,3.328330714208781
3374,3.292712955155421
3375,3.0586142230270963
3376,3.632561400443625
3377,3.048522144915063
3378,3.60389449279307
3379,3.365424263294083
3380,3.9936804647239237
3381,3.8983790826637765
3382,3.0906678387247952
3383,4.279207279595363
3384,2.457828516052783
3385,3.8562505523890342
3386,3.2313151080626037
3387,3.0537348009053202
3388,3.346352348662996
3389,3.4797312167312207
3390,2.7373524566729137
3391,3.6388264771714858
3392,2.828239554064443
3393,3.7251599909471373
3394,3.3109205554043855
3395,2.980470713404329
3396,3.754581642061172
3397,4.033731272042746
3398,3.2482632684127646
3399,3.3056114982016696
3400,3.582979873154693
3401,3.33340501474094
3402,3.4295682812274277
3403,3.061606548601862
3404,4.694234661038576
3405,4.207681353377458
3406,3.839568295675196
3407,3.490871670667327
3408,3.3202599662165353
3409,3.4803245813529338
3410,3.7101330701273687
3411,2.697485605876952
3412,3.39927369016779
3413,2.918364133630723
3414,3.771271928645605
3415,3.2693474654053043
3416,3.024433697735687
3417,3.4809228004415234
3418,3.0408897312952208
3419,2.6666289545321837
3420,3.311295323498644
3421,3.035434153052234
3422,3.711962100969204
3423,4.00840527759763
3424,3.5710213602244414
3425,3.234627757272583
3426,3.150637089430224
3427,3.3350239528433905
3428,3.202917878080234
3429,3.146047976107196
3430,3.8777329521286097
3431,3.6741364261255223
3432,3.322532770106912
3433,3.90644989192669
3434,3.5120745167348906
3435,2.762053659813933
3436,4.63984338364614
3437,3.949324553522426
3438,3.2394212879690762
3439,2.5929834209416245
3440,3.445763571444716
3441,3.3891212088690756
3442,3.011946997373938
3443,2.826857169418049
3444,3.152148920482431
3445,4.123641782688032
3446,3.08417683523514
3447,3.67299785631871
3448,2.9052829273973275
3449,2.737718462962477
3450,3.522529002067504
3451,3.2722356856324994
3452,3.0725236191611485
3453,3.9838279428852266
3454,4.027358882295401
3455,3.246668745446519
3456,3.4446059994453995
3457,2.83303999175389
3458,3.644764576622575
3459,3.390742259754147
3460,3.809263722610165
3461,3.735234530518479
3462,3.3415269904626435
3463,3.496433925768984
3464,3.123210784765378
3465,3.30152922062958
3466,3.2799223407847458
3467,3.1969433893734935
3468,3.3944015780270655
3469,3.5025048993796317
3470,3.5960179271264976
3471,3.413361805776438
3472,4.039559929829739
3473,3.011394027306339
3474,3.663549914886061
3475,3.2554227102838427
3476,3.2292897437522408
3477,3.304373411274171
3478,4.1010009674773515
3479,3.2162329522734145
3480,3.127497732168431
3481,3.651665816688839
3482,3.2962200147426346
3483,3.236535705700708
3484,3.922907817467304
3485,3.576945488406371
3486,3.7427714682707753
3487,3.043822441802994
3488,3.076834206606887
3489,3.3124153563910363
3490,3.402876989089246
3491,3.169720486531747
3492,3.4787693838308735
3493,2.6739771516087814
3494,3.331654759118647
3495,4.187695133977845
3496,3.4376795223782812
3497,3.2153193063371233
3498,3.195640887889652
3499,3.014312897804362
3500,3.5110341967419507
3501,3.386387167962005
3502,3.0352664132214353
3503,3.514953501595609
3504,3.551275989902686
3505,3.2274812687561485
3506,3.543048582635889
3507,2.8284319654175074
3508,2.717568636293758
3509,2.6578159606729925
3510,3.208608168196792
3511,3.8672592010069273
3512,3.423772488277524
3513,3.4336760262005632
3514,3.651201620604548
3515,2.590788435789587
3516,3.4134431204351747
3517,3.634602826101814
3518,2.8406637795686085
3519,3.6832961166975644
3520,3.322362519330897
3521,3.4870528799087532
3522,3.565895432448444
3523,3.3413126888341713
3524,3.36696114240004
3525,2.369384934940816
3526,4.0074971796832575
3527,2.9797031999330765
3528,3.918414957267904
3529,3.177695204656815
3530,3.276060119038676
3531,3.354319797707663
3532,3.763978931739827
3533,3.5715723051466903
3534,3.8681300823699423
3535,3.431858665981931
3536,3.469930991493205
3537,2.8344793934931194
3538,3.3268217202063206
3539,3.4419079930479244
3540,2.842975940890221
3541,3.3386014661551826
3542,3.0822957630728838
3543,3.5817800811052942
3544,3.492442583406676
3545,3.137356869257012
3546,3.4870428155349513
3547,3.599898070515824
3548,3.1050725794014977
3549,3.8529910050311336
3550,2.9589219969417373
3551,3.3387106211762507
3552,4.168941837094441
3553,3.2065252099951955
3554,4.034697871871604
3555,2.597615983694698
3556,3.9191731100784915
3557,3.4595215912751582
3558,3.6188196531539276
3559,3.2894323653581656
3560,3.0604409487298523
3561,3.776243796599007
3562,3.273558618447898
3563,2.8464680473899486
3564,3.6391911819002787
3565,2.761792179294513
3566,3.6490406031865623
3567,3.164794878350307
3568,3.0934377296282873
3569,2.8958227068314857
3570,3.4374347863525885
3571,3.441071674209821
3572,3.9550373996441293
3573,3.575614569825934
3574,2.8177486353055956
3575,2.8918328605248016
3576,3.672874045174093
3577,3.317263328892929
3578,3.0747713489403385
3579,3.479196642190265
3580,3.3850778441696057
3581,3.8055590523647886
3582,3.150382667885167
3583,3.889549913979708
3584,3.2578616758696954
3585,3.529444441492687
3586,3.494762773725479
3587,3.1721928046727053
3588,3.1333919352680453
3589,3.8965369058034383
3590,2.5915756596564425
3591,3.9547516733162547
3592,4.0701546752297
3593,2.9555446142524575
3594,3.711189486713052
3595,3.6019324675016215
3596,3.5006872370047075
3597,3.1164490851364683
3598,3.5336423276460147
3599,4.5267812292364535
3600,3.1731859329000285
3601,3.189844700301124
3602,4.00266550457893
3603,4.103248105361745
3604,2.9053104218957446
3605,3.3075887406003206
3606,3.803237441988194
3607,3.1563993193621447
3608,3.7324274988318145
3609,3.0807223394075747
3610,3.343566967392443
3611,4.202447522024265
3612,4.183808320814127
3613,3.4227228001281427
3614,3.1769581849024133
3615,3.001556280678821
3616,2.8062338037627343
3617,3.7685091239237307
3618,3.4631305436871735
3619,3.142951633986435
3620,2.9935596637970137
3621,3.9923629758458445
3622,3.1152289746651536
3623,3.349198007651328
3624,3.6809019059671293
3625,3.2493436364710475
3626,2.916037108058807
3627,3.5700780451407725
3628,4.013658053076917
3629,2.864430552279098
3630,4.038535181262529
3631,3.0192703945369774
3632,3.264129852673875
3633,3.088242014074993
3634,3.1472849546979944
3635,2.627250298948146
3636,3.1602342237692698
3637,3.1238537697612383
3638,3.6204743165121434
3639,3.53164378808115
3640,3.8517768524861076
3641,2.9576972463845825
3642,3.790389860666265
3643,3.4320428144342943
3644,3.73908166865976
3645,3.2764308803209103
3646,3.4647840040532794
3647,4.7224013602807835
3648,3.357104825998617
3649,2.712259481663413
3650,4.069256741779985
3651,3.8801476149285286
3652,3.1173748726737274
3653,3.18759986477988
3654,3.1905647278509623
3655,3.8326876384279887
3656,3.6825269485226486
3657,3.5350363513158114
3658,3.312208699193964
3659,2.7946161499780264
3660,3.576348163796824
3661,3.157214483775753
3662,3.2394784389553832
3663,3.1822735268402402
3664,3.4310579649198543
3665,3.862652954710339
3666,3.5990491783632557
3667,3.793169964856708
3668,3.1684700064574343
3669,3.330815390801388
3670,3.055315888858707
3671,3.36263340795772
3672,3.0555387641121827
3673,2.81585840015925
3674,3.3846434805457974
3675,2.767966168957197
3676,2.974807170925108
3677,3.3129075615340264
3678,2.7640333622253137
3679,4.029878024274657
3680,4.237725939486072
3681,3.1281180287736126
3682,4.2587531708463455
3683,3.2253395094140678
3684,3.525484616309767
3685,3.2335847960437647
3686,3.487120964399297
3687,3.4438189311009118
3688,2.81041810407126
3689,3.458127104366274
3690,2.8278683342952338
3691,3.244308262950124
3692,3.2330018734763706
3693,3.369791414400139
3694,2.9868169502754567
3695,3.8782029582706854
3696,3.178715537072843
3697,3.1387462921620495
3698,3.3893222400435397
3699,3.1445080945005106
3700,3.1479370483543225
3701,2.4443915133370013
3702,3.232387822572233
3703,3.163107320550037
3704,3.2324447849224063
3705,3.2445198016264385
3706,3.4422744738826188
3707,3.332238696085708
3708,3.193967654375705
3709,3.079636929194521
3710,3.5840357018858624
3711,4.336664017080798
3712,3.2738738907551586
3713,3.2710590117100367
3714,3.9829738311394487
3715,3.153000076157799
3716,3.7838274093420887
3717,3.2024669510489003
3718,3.3358740301321568
3719,3.755746723497976
3720,2.6874538755730155
3721,3.0496375893582517
3722,3.516255633568542
3723,3.1810277083248164
3724,3.608999882221545
3725,3.648841711026326
3726,3.626107947847044
3727,4.342500219288986
3728,3.0271883126801042
3729,3.195240837346375
3730,3.4291769935215344
3731,3.225030665562648
3732,3.223616255498379
3733,4.142965305046405
3734,3.26756307976875
3735,3.3634774626251422
3736,3.0742070488303996
3737,3.428152029743683
3738,3.2543704644862594
3739,3.4049674786410025
3740,3.339847689232303
3741,3.1801912989534875
3742,3.47131126655236
3743,3.2906765459677025
3744,2.7782509488934473
3745,3.5663337884797124
3746,3.3986098402020453
3747,3.6457051358467254
3748,3.6618286085533143
3749,3.39879163848092
3750,3.444309065470965
3751,2.4735449240341447
3752,3.6592795536232856
3753,3.573993923239101
3754,3.300673935269478
3755,3.9423607031553205
3756,3.0780742143056528
3757,3.155557108157809
3758,3.2876604158002953
3759,3.3761777384075238
3760,3.2123007964951418
3761,3.576972754398237
3762,3.199775483001326
3763,2.9669132317141744
3764,4.300143066924238
3765,2.8840325949972354
3766,3.0975761051926614
3767,3.3354896256901982
3768,3.1583603623919614
3769,4.545371558978985
3770,3.8535567313391894
3771,3.4793902507598498
3772,3.1042142677952
3773,3.5344688365278514
3774,3.7694428383648484
3775,3.535823853339769
3776,3.573146824606874
3777,3.019849197884043
3778,3.7480864301427546
3779,2.9662769958562065
3780,3.0598819569548548
3781,3.016324703037463
3782,3.708743759938648
3783,2.8724129629452535
3784,3.719752368127596
3785,3.67188188802659
3786,4.126995233907478
3787,4.053757156855162
3788,3.1357894628356027
3789,3.123788595582665
3790,3.4345189836758108
3791,2.8801570673677985
3792,2.951207698897537
3793,3.8027436184447057
3794,2.5552479836031754
3795,4.024630965055282
3796,3.927363520858889
3797,4.003897062035106
3798,3.661723728483583
3799,3.1838343345885383
3800,3.7663734536832485
